Metric,AIRPORT,Year,Rank,DomesticINBOUND,DomesticOUTBOUND,DomesticTOTAL,internationalINBOUND,internationalOUTBOUND,internationalTOTAL,totalINBOUND,totalOUTBOUND,totalTOTAL
PORT MACQUARIE2001,PORT MACQUARIE,2001,35,39390,39777,79167,0,0,0,39390,39777,79167
PORT MACQUARIE2002,PORT MACQUARIE,2002,35,37960,37927,75887,0,0,0,37960,37927,75887
PORT MACQUARIE2003,PORT MACQUARIE,2003,38,38206,37815,76021,0,0,0,38206,37815,76021
PORT MACQUARIE2004,PORT MACQUARIE,2004,37,43926,43784,87710,0,0,0,43926,43784,87710
PORT MACQUARIE2005,PORT MACQUARIE,2005,34,51877,51967,103844,0,0,0,51877,51967,103844
PORT MACQUARIE2006,PORT MACQUARIE,2006,36,55993,56446,112439,0,0,0,55993,56446,112439
PORT MACQUARIE2007,PORT MACQUARIE,2007,37,60182,61621,121803,0,0,0,60182,61621,121803
PORT MACQUARIE2008,PORT MACQUARIE,2008,34,85081,84878,169959,0,0,0,85081,84878,169959
PORT MACQUARIE2009,PORT MACQUARIE,2009,29,101494,102240,203734,0,0,0,101494,102240,203734
PORT MACQUARIE2010,PORT MACQUARIE,2010,27,110879,111887,222766,0,0,0,110879,111887,222766
PORT MACQUARIE2011,PORT MACQUARIE,2011,31,106976,107311,214287,0,0,0,106976,107311,214287
PORT MACQUARIE2012,PORT MACQUARIE,2012,33,115921,116393,232314,0,0,0,115921,116393,232314
PORT MACQUARIE2013,PORT MACQUARIE,2013,33,113618,114846,228464,0,0,0,113618,114846,228464
PORT MACQUARIE2014,PORT MACQUARIE,2014,32,114918,115533,230451,0,0,0,114918,115533,230451
PORT MACQUARIE2015,PORT MACQUARIE,2015,30,108806,109621,218427,0,0,0,108806,109621,218427
PORT MACQUARIE2016,PORT MACQUARIE,2016,30,112749,113004,225753,0,0,0,112749,113004,225753
PROSERPINE1985,PROSERPINE,1985,30,40665,41211,81876,0,0,0,40665,41211,81876
PROSERPINE1986,PROSERPINE,1986,33,40712,40161,80873,0,0,0,40712,40161,80873
PROSERPINE1987,PROSERPINE,1987,41,30594,30890,61484,0,0,0,30594,30890,61484
PROSERPINE1988,PROSERPINE,1988,40,31550,31708,63258,0,0,0,31550,31708,63258
PROSERPINE1989,PROSERPINE,1989,-,19976,20027,40003,0,0,0,19976,20027,40003
PROSERPINE1990,PROSERPINE,1990,-,20539,20170,40709,0,0,0,20539,20170,40709
PROSERPINE1991,PROSERPINE,1991,41,25143,25667,50810,0,0,0,25143,25667,50810
PROSERPINE1992,PROSERPINE,1992,43,25858,26616,52474,0,0,0,25858,26616,52474
PROSERPINE1993,PROSERPINE,1993,39,32867,33397,66264,0,0,0,32867,33397,66264
PROSERPINE1994,PROSERPINE,1994,33,44187,44250,88437,0,0,0,44187,44250,88437
PROSERPINE1995,PROSERPINE,1995,34,48544,48447,96991,0,0,0,48544,48447,96991
PROSERPINE1996,PROSERPINE,1996,34,47734,48187,95921,0,0,0,47734,48187,95921
PROSERPINE1997,PROSERPINE,1997,37,45113,45542,90655,0,0,0,45113,45542,90655
PROSERPINE1998,PROSERPINE,1998,37,44720,44922,89642,0,0,0,44720,44922,89642
PROSERPINE1999,PROSERPINE,1999,36,45142,45404,90546,0,0,0,45142,45404,90546
PROSERPINE2000,PROSERPINE,2000,37,42087,42392,84479,0,0,0,42087,42392,84479
PROSERPINE2001,PROSERPINE,2001,43,29301,29735,59036,0,0,0,29301,29735,59036
PROSERPINE2002,PROSERPINE,2002,38,33385,33246,66631,0,0,0,33385,33246,66631
PROSERPINE2003,PROSERPINE,2003,32,47207,47758,94965,0,0,0,47207,47758,94965
PROSERPINE2004,PROSERPINE,2004,23,91830,91616,183446,0,0,0,91830,91616,183446
PROSERPINE2005,PROSERPINE,2005,23,118118,119347,237465,0,0,0,118118,119347,237465
PROSERPINE2006,PROSERPINE,2006,24,117187,119772,236959,0,0,0,117187,119772,236959
PROSERPINE2007,PROSERPINE,2007,24,132543,134217,266760,0,0,0,132543,134217,266760
PROSERPINE2008,PROSERPINE,2008,26,122946,123221,246167,0,0,0,122946,123221,246167
PROSERPINE2009,PROSERPINE,2009,26,111233,109631,220864,0,0,0,111233,109631,220864
PROSERPINE2010,PROSERPINE,2010,29,105478,105038,210516,0,0,0,105478,105038,210516
PROSERPINE2011,PROSERPINE,2011,33,101679,103263,204942,0,0,0,101679,103263,204942
PROSERPINE2012,PROSERPINE,2012,32,114521,118292,232813,0,0,0,114521,118292,232813
PROSERPINE2013,PROSERPINE,2013,30,115471,118931,234402,0,0,0,115471,118931,234402
PROSERPINE2014,PROSERPINE,2014,27,130908,133430,264338,0,0,0,130908,133430,264338
PROSERPINE2015,PROSERPINE,2015,26,158287,160842,319129,0,0,0,158287,160842,319129
PROSERPINE2016,PROSERPINE,2016,25,169649,173189,342838,0,0,0,169649,173189,342838
ROCKHAMPTON1985,ROCKHAMPTON,1985,13,214746,215702,430448,0,0,0,214746,215702,430448
ROCKHAMPTON1986,ROCKHAMPTON,1986,13,218648,218814,437462,0,0,0,218648,218814,437462
ROCKHAMPTON1987,ROCKHAMPTON,1987,14,220660,220899,441559,0,0,0,220660,220899,441559
ROCKHAMPTON1988,ROCKHAMPTON,1988,14,219019,220669,439688,0,0,0,219019,220669,439688
ROCKHAMPTON1989,ROCKHAMPTON,1989,14,135485,135904,271389,0,0,0,135485,135904,271389
ROCKHAMPTON1990,ROCKHAMPTON,1990,14,127115,127258,254373,0,0,0,127115,127258,254373
ROCKHAMPTON1991,ROCKHAMPTON,1991,14,142870,142639,285509,0,0,0,142870,142639,285509
ROCKHAMPTON1992,ROCKHAMPTON,1992,14,154347,154361,308708,0,0,0,154347,154361,308708
ROCKHAMPTON1993,ROCKHAMPTON,1993,14,155385,155646,311031,0,0,0,155385,155646,311031
ROCKHAMPTON1994,ROCKHAMPTON,1994,15,151655,151674,303329,0,0,0,151655,151674,303329
ROCKHAMPTON1995,ROCKHAMPTON,1995,14,153820,154244,308064,0,0,0,153820,154244,308064
ROCKHAMPTON1996,ROCKHAMPTON,1996,16,152171,153077,305248,0,0,0,152171,153077,305248
ROCKHAMPTON1997,ROCKHAMPTON,1997,15,156465,156798,313263,0,0,0,156465,156798,313263
ROCKHAMPTON1998,ROCKHAMPTON,1998,15,150425,150508,300933,0,0,0,150425,150508,300933
ROCKHAMPTON1999,ROCKHAMPTON,1999,17,142050,142074,284124,0,0,0,142050,142074,284124
ROCKHAMPTON2000,ROCKHAMPTON,2000,16,149476,149904,299380,0,0,0,149476,149904,299380
ROCKHAMPTON2001,ROCKHAMPTON,2001,17,124692,125050,249742,0,0,0,124692,125050,249742
ROCKHAMPTON2002,ROCKHAMPTON,2002,18,120041,120330,240371,0,0,0,120041,120330,240371
ROCKHAMPTON2003,ROCKHAMPTON,2003,16,181751,180715,362466,0,0,0,181751,180715,362466
ROCKHAMPTON2004,ROCKHAMPTON,2004,16,237907,236289,474196,0,0,0,237907,236289,474196
ROCKHAMPTON2005,ROCKHAMPTON,2005,17,289440,293059,582499,0,0,0,289440,293059,582499
ROCKHAMPTON2006,ROCKHAMPTON,2006,17,305119,308171,613290,0,0,0,305119,308171,613290
ROCKHAMPTON2007,ROCKHAMPTON,2007,16,330484,331385,661869,0,0,0,330484,331385,661869
ROCKHAMPTON2008,ROCKHAMPTON,2008,16,355101,354790,709891,0,0,0,355101,354790,709891
ROCKHAMPTON2009,ROCKHAMPTON,2009,16,371572,371765,743337,0,0,0,371572,371765,743337
ROCKHAMPTON2010,ROCKHAMPTON,2010,16,387768,389444,777212,0,0,0,387768,389444,777212
ROCKHAMPTON2011,ROCKHAMPTON,2011,17,348996,352031,701027,0,0,0,348996,352031,701027
ROCKHAMPTON2012,ROCKHAMPTON,2012,17,368550,371927,740477,0,0,0,368550,371927,740477
ROCKHAMPTON2013,ROCKHAMPTON,2013,17,347060,349442,696502,0,0,0,347060,349442,696502
ROCKHAMPTON2014,ROCKHAMPTON,2014,17,324195,327216,651411,0,0,0,324195,327216,651411
ROCKHAMPTON2015,ROCKHAMPTON,2015,16,306420,308045,614465,0,0,0,306420,308045,614465
ROCKHAMPTON2016,ROCKHAMPTON,2016,17,291994,292253,584247,0,0,0,291994,292253,584247
ROMA1985,ROMA,1985,-,8378,8310,16688,0,0,0,8378,8310,16688
ROMA1986,ROMA,1986,-,7785,7712,15497,0,0,0,7785,7712,15497
ROMA1987,ROMA,1987,-,1652,1647,3299,0,0,0,1652,1647,3299
ROMA1988,ROMA,1988,-,0,0,0,0,0,0,0,0,0
ROMA1989,ROMA,1989,-,0,0,0,0,0,0,0,0,0
ROMA1990,ROMA,1990,-,0,0,0,0,0,0,0,0,0
ROMA1991,ROMA,1991,-,2150,2357,4507,0,0,0,2150,2357,4507
ROMA1992,ROMA,1992,-,3022,3094,6116,0,0,0,3022,3094,6116
ROMA1993,ROMA,1993,-,3502,3558,7060,0,0,0,3502,3558,7060
ROMA1994,ROMA,1994,-,3802,3884,7686,0,0,0,3802,3884,7686
ROMA1995,ROMA,1995,-,4168,4197,8365,0,0,0,4168,4197,8365
ROMA1996,ROMA,1996,-,4586,4708,9294,0,0,0,4586,4708,9294
ROMA1997,ROMA,1997,-,5056,5065,10121,0,0,0,5056,5065,10121
ROMA1998,ROMA,1998,-,5647,5659,11306,0,0,0,5647,5659,11306
ROMA1999,ROMA,1999,-,5854,5944,11798,0,0,0,5854,5944,11798
ROMA2000,ROMA,2000,-,5889,5753,11642,0,0,0,5889,5753,11642
ROMA2001,ROMA,2001,-,5074,5024,10098,0,0,0,5074,5024,10098
ROMA2002,ROMA,2002,-,5404,5399,10803,0,0,0,5404,5399,10803
ROMA2003,ROMA,2003,-,5148,5070,10218,0,0,0,5148,5070,10218
ROMA2004,ROMA,2004,-,6715,6729,13444,0,0,0,6715,6729,13444
ROMA2005,ROMA,2005,-,7421,7522,14943,0,0,0,7421,7522,14943
ROMA2006,ROMA,2006,-,9459,9535,18994,0,0,0,9459,9535,18994
ROMA2007,ROMA,2007,-,12685,12854,25539,0,0,0,12685,12854,25539
ROMA2008,ROMA,2008,-,17928,17887,35815,0,0,0,17928,17887,35815
ROMA2009,ROMA,2009,-,21899,21746,43645,0,0,0,21899,21746,43645
ROMA2010,ROMA,2010,59,26235,25997,52232,0,0,0,26235,25997,52232
ROMA2011,ROMA,2011,50,36177,41253,77430,0,0,0,36177,41253,77430
ROMA2012,ROMA,2012,43,64831,64679,129510,0,0,0,64831,64679,129510
ROMA2013,ROMA,2013,35,107075,107533,214608,0,0,0,107075,107533,214608
ROMA2014,ROMA,2014,30,118539,121226,239765,0,0,0,118539,121226,239765
ROMA2015,ROMA,2015,43,68267,69886,138153,0,0,0,68267,69886,138153
ROMA2016,ROMA,2016,48,39522,39012,78534,0,0,0,39522,39012,78534
SUNSHINE COAST1985,SUNSHINE COAST,1985,27,44186,44789,88975,0,0,0,44186,44789,88975
SUNSHINE COAST1986,SUNSHINE COAST,1986,29,44183,44068,88251,0,0,0,44183,44068,88251
SUNSHINE COAST1987,SUNSHINE COAST,1987,31,42263,42953,85216,0,0,0,42263,42953,85216
SUNSHINE COAST1988,SUNSHINE COAST,1988,29,44621,44353,88974,0,0,0,44621,44353,88974
SUNSHINE COAST1989,SUNSHINE COAST,1989,34,27934,29066,57000,0,0,0,27934,29066,57000
SUNSHINE COAST1990,SUNSHINE COAST,1990,29,39953,38245,78198,0,0,0,39953,38245,78198
SUNSHINE COAST1991,SUNSHINE COAST,1991,25,51196,50827,102023,0,0,0,51196,50827,102023
SUNSHINE COAST1992,SUNSHINE COAST,1992,19,79725,78970,158695,0,0,0,79725,78970,158695
SUNSHINE COAST1993,SUNSHINE COAST,1993,18,99737,98717,198454,0,0,0,99737,98717,198454
SUNSHINE COAST1994,SUNSHINE COAST,1994,18,124716,124998,249714,0,0,0,124716,124998,249714
SUNSHINE COAST1995,SUNSHINE COAST,1995,17,146487,145305,291792,0,0,0,146487,145305,291792
SUNSHINE COAST1996,SUNSHINE COAST,1996,15,159907,159238,319145,0,0,0,159907,159238,319145
SUNSHINE COAST1997,SUNSHINE COAST,1997,18,142675,140681,283356,0,0,0,142675,140681,283356
SUNSHINE COAST1998,SUNSHINE COAST,1998,18,141052,138494,279546,0,0,0,141052,138494,279546
SUNSHINE COAST1999,SUNSHINE COAST,1999,16,148995,149538,298533,0,0,0,148995,149538,298533
SUNSHINE COAST2000,SUNSHINE COAST,2000,18,134344,133958,268302,0,0,0,134344,133958,268302
SUNSHINE COAST2001,SUNSHINE COAST,2001,18,115307,115390,230697,0,0,0,115307,115390,230697
SUNSHINE COAST2002,SUNSHINE COAST,2002,17,121847,119853,241700,0,0,0,121847,119853,241700
SUNSHINE COAST2003,SUNSHINE COAST,2003,15,196537,195596,392133,0,0,0,196537,195596,392133
SUNSHINE COAST2004,SUNSHINE COAST,2004,14,257760,258407,516167,0,0,0,257760,258407,516167
SUNSHINE COAST2005,SUNSHINE COAST,2005,13,382299,381838,764137,0,0,0,382299,381838,764137
SUNSHINE COAST2006,SUNSHINE COAST,2006,14,421910,424813,846723,0,0,0,421910,424813,846723
SUNSHINE COAST2007,SUNSHINE COAST,2007,14,435196,432973,868169,0,0,0,435196,432973,868169
SUNSHINE COAST2008,SUNSHINE COAST,2008,14,476109,474414,950523,0,0,0,476109,474414,950523
SUNSHINE COAST2009,SUNSHINE COAST,2009,15,429738,429269,859007,0,0,0,429738,429269,859007
SUNSHINE COAST2010,SUNSHINE COAST,2010,15,431498,432171,863669,0,0,0,431498,432171,863669
SUNSHINE COAST2011,SUNSHINE COAST,2011,15,426912,430503,857415,0,0,0,426912,430503,857415
SUNSHINE COAST2012,SUNSHINE COAST,2012,16,394371,395291,789662,2864,2849,5713,397235,398140,795375
SUNSHINE COAST2013,SUNSHINE COAST,2013,15,428785,429314,858099,4398,4007,8405,433183,433321,866504
SUNSHINE COAST2014,SUNSHINE COAST,2014,15,430049,432051,862100,5415,4833,10248,435464,436884,872348
SUNSHINE COAST2015,SUNSHINE COAST,2015,14,443439,444667,888106,7056,6542,13598,450495,451209,901704
SUNSHINE COAST2016,SUNSHINE COAST,2016,14,495416,497336,992752,9327,8179,17506,504743,505515,1010258
SYDNEY1985,SYDNEY,1985,1,3194709,3183325,6378034,1402153,1369967,2772120,4596862,4553292,9150154
SYDNEY1986,SYDNEY,1986,1,3410103,3403111,6813214,1565404,1520933,3086337,4975507,4924044,9899551
SYDNEY1987,SYDNEY,1987,1,3652839,3610677,7263516,1804592,1764917,3569509,5457431,5375594,10833025
SYDNEY1988,SYDNEY,1988,1,4109920,4038008,8147928,2048596,2057864,4106460,6158516,6095872,12254388
SYDNEY1989,SYDNEY,1989,1,3087975,3042685,6130660,2007167,2019129,4026296,5095142,5061814,10156956
SYDNEY1990,SYDNEY,1990,1,3803772,3727373,7531145,2109365,2154726,4264091,5913137,5882099,11795236
SYDNEY1991,SYDNEY,1991,1,4967461,4897902,9865363,2092851,2127421,4220272,7060312,7025323,14085635
SYDNEY1992,SYDNEY,1992,1,5273781,5178851,10452632,2209085,2296571,4505656,7482866,7475422,14958288
SYDNEY1993,SYDNEY,1993,1,5605666,5483727,11089393,2349534,2428481,4778015,7955200,7912208,15867408
SYDNEY1994,SYDNEY,1994,1,6292521,6050575,12343096,2620935,2737559,5358494,8913456,8788134,17701590
SYDNEY1995,SYDNEY,1995,1,6713009,6500543,13213552,2860569,2977882,5838451,9573578,9478425,19052003
SYDNEY1996,SYDNEY,1996,1,7066370,6835310,13901680,3164586,3313158,6477744,10230956,10148468,20379424
SYDNEY1997,SYDNEY,1997,1,7146795,6923339,14070134,3322047,3518649,6840696,10468842,10441988,20910830
SYDNEY1998,SYDNEY,1998,1,7235965,7039112,14275077,3381651,3551900,6933551,10617616,10591012,21208628
SYDNEY1999,SYDNEY,1999,1,7529074,7348827,14877901,3641339,3746814,7388153,11170413,11095641,22266054
SYDNEY2000,SYDNEY,2000,1,8146586,8093724,16240310,4033463,4203760,8237223,12180049,12297484,24477533
SYDNEY2001,SYDNEY,2001,1,8328562,8234734,16563296,4050012,4178961,8228973,12378574,12413695,24792269
SYDNEY2002,SYDNEY,2002,1,7644875,7543033,15187908,3942082,4064693,8006775,11586957,11607726,23194683
SYDNEY2003,SYDNEY,2003,1,8306809,8241513,16548322,3922337,4007504,7929841,12229146,12249017,24478163
SYDNEY2004,SYDNEY,2004,1,9161108,9085141,18246249,4425862,4525963,8951825,13586970,13611104,27198074
SYDNEY2005,SYDNEY,2005,1,9517733,9422434,18940167,4734192,4781791,9515983,14251925,14204225,28456150
SYDNEY2006,SYDNEY,2006,1,10100938,10018062,20119000,4941157,4924813,9865970,15042095,14942875,29984970
SYDNEY2007,SYDNEY,2007,1,10769730,10699325,21469055,5207278,5170962,10378240,15977008,15870287,31847295
SYDNEY2008,SYDNEY,2008,1,11175152,11173075,22348227,5325234,5227666,10552900,16500386,16400741,32901127
SYDNEY2009,SYDNEY,2009,1,11173827,11188945,22362772,5369063,5266207,10635270,16542890,16455152,32998042
SYDNEY2010,SYDNEY,2010,1,12096166,12098516,24194682,5743999,5711538,11455537,17840165,17810054,35650219
SYDNEY2011,SYDNEY,2011,1,11966410,11958941,23925351,5895629,5852953,11748582,17862039,17811894,35673933
SYDNEY2012,SYDNEY,2012,1,12334056,12304821,24638877,6202670,6166523,12369193,18536726,18471344,37008070
SYDNEY2013,SYDNEY,2013,1,12627848,12588813,25216661,6483721,6450164,12933885,19111569,19038977,38150546
SYDNEY2014,SYDNEY,2014,1,12733521,12683586,25417107,6652183,6663652,13315835,19385704,19347238,38732942
SYDNEY2015,SYDNEY,2015,1,12955310,12934717,25890027,6978460,6932768,13911228,19933770,19867485,39801255
SYDNEY2016,SYDNEY,2016,1,13455348,13435276,26890624,7593690,7518287,15111977,21049038,20953563,42002601
TAMWORTH1985,TAMWORTH,1985,23,49434,49382,98816,0,0,0,49434,49382,98816
TAMWORTH1986,TAMWORTH,1986,22,49524,50067,99591,0,0,0,49524,50067,99591
TAMWORTH1987,TAMWORTH,1987,23,60034,59378,119412,0,0,0,60034,59378,119412
TAMWORTH1988,TAMWORTH,1988,23,60994,60979,121973,0,0,0,60994,60979,121973
TAMWORTH1989,TAMWORTH,1989,26,38845,39228,78073,0,0,0,38845,39228,78073
TAMWORTH1990,TAMWORTH,1990,32,36304,35769,72073,0,0,0,36304,35769,72073
TAMWORTH1991,TAMWORTH,1991,26,50085,49666,99751,0,0,0,50085,49666,99751
TAMWORTH1992,TAMWORTH,1992,35,34308,34148,68456,0,0,0,34308,34148,68456
TAMWORTH1993,TAMWORTH,1993,37,36527,36030,72557,0,0,0,36527,36030,72557
TAMWORTH1994,TAMWORTH,1994,37,41235,41318,82553,0,0,0,41235,41318,82553
TAMWORTH1995,TAMWORTH,1995,36,40920,40989,81909,0,0,0,40920,40989,81909
TAMWORTH1996,TAMWORTH,1996,38,40538,40828,81366,0,0,0,40538,40828,81366
TAMWORTH1997,TAMWORTH,1997,38,40913,41112,82025,0,0,0,40913,41112,82025
TAMWORTH1998,TAMWORTH,1998,39,39884,40127,80011,0,0,0,39884,40127,80011
TAMWORTH1999,TAMWORTH,1999,38,41588,41523,83111,0,0,0,41588,41523,83111
TAMWORTH2000,TAMWORTH,2000,35,47939,48304,96243,0,0,0,47939,48304,96243
TAMWORTH2001,TAMWORTH,2001,34,44942,44723,89665,0,0,0,44942,44723,89665
TAMWORTH2002,TAMWORTH,2002,36,36105,36133,72238,0,0,0,36105,36133,72238
TAMWORTH2003,TAMWORTH,2003,40,34877,34944,69821,0,0,0,34877,34944,69821
TAMWORTH2004,TAMWORTH,2004,39,40489,40643,81132,0,0,0,40489,40643,81132
TAMWORTH2005,TAMWORTH,2005,41,45749,44589,90338,0,0,0,45749,44589,90338
TAMWORTH2006,TAMWORTH,2006,41,48036,47347,95383,0,0,0,48036,47347,95383
TAMWORTH2007,TAMWORTH,2007,41,50580,51692,102272,0,0,0,50580,51692,102272
TAMWORTH2008,TAMWORTH,2008,41,56058,55924,111982,0,0,0,56058,55924,111982
TAMWORTH2009,TAMWORTH,2009,38,61485,61797,123282,0,0,0,61485,61797,123282
TAMWORTH2010,TAMWORTH,2010,38,74370,74438,148808,0,0,0,74370,74438,148808
TAMWORTH2011,TAMWORTH,2011,38,77021,76993,154014,0,0,0,77021,76993,154014
TAMWORTH2012,TAMWORTH,2012,38,78866,78931,157797,0,0,0,78866,78931,157797
TAMWORTH2013,TAMWORTH,2013,40,79004,78680,157684,0,0,0,79004,78680,157684
TAMWORTH2014,TAMWORTH,2014,42,77532,76571,154103,0,0,0,77532,76571,154103
TAMWORTH2015,TAMWORTH,2015,40,78506,78037,156543,0,0,0,78506,78037,156543
TAMWORTH2016,TAMWORTH,2016,37,87750,88182,175932,0,0,0,87750,88182,175932
TAREE1985,TAREE,1985,40,33718,33439,67157,0,0,0,33718,33439,67157
TAREE1986,TAREE,1986,39,33882,34105,67987,0,0,0,33882,34105,67987
TAREE1987,TAREE,1987,38,32352,32387,64739,0,0,0,32352,32387,64739
TAREE1988,TAREE,1988,-,21086,21251,42337,0,0,0,21086,21251,42337
TAREE1989,TAREE,1989,-,8040,7625,15665,0,0,0,8040,7625,15665
TAREE1990,TAREE,1990,-,8858,8499,17357,0,0,0,8858,8499,17357
TAREE1991,TAREE,1991,-,9393,9303,18696,0,0,0,9393,9303,18696
TAREE1992,TAREE,1992,-,10171,10160,20331,0,0,0,10171,10160,20331
TAREE1993,TAREE,1993,-,11094,10753,21847,0,0,0,11094,10753,21847
TAREE1994,TAREE,1994,-,12220,12370,24590,0,0,0,12220,12370,24590
TAREE1995,TAREE,1995,-,12244,12218,24462,0,0,0,12244,12218,24462
TAREE1996,TAREE,1996,-,12374,12235,24609,0,0,0,12374,12235,24609
TAREE1997,TAREE,1997,-,11577,11242,22819,0,0,0,11577,11242,22819
TAREE1998,TAREE,1998,-,11118,10797,21915,0,0,0,11118,10797,21915
TAREE1999,TAREE,1999,-,11248,11158,22406,0,0,0,11248,11158,22406
TAREE2000,TAREE,2000,-,12821,12700,25521,0,0,0,12821,12700,25521
TAREE2001,TAREE,2001,-,12052,11214,23266,0,0,0,12052,11214,23266
TAREE2002,TAREE,2002,-,9369,9374,18743,0,0,0,9369,9374,18743
TAREE2003,TAREE,2003,-,8820,8788,17608,0,0,0,8820,8788,17608
TAREE2004,TAREE,2004,-,5051,5055,10106,0,0,0,5051,5055,10106
TAREE2005,TAREE,2005,-,4364,4534,8898,0,0,0,4364,4534,8898
TAREE2006,TAREE,2006,-,3116,3326,6442,0,0,0,3116,3326,6442
TAREE2007,TAREE,2007,-,9564,9615,19179,0,0,0,9564,9615,19179
TAREE2008,TAREE,2008,-,11175,11249,22424,0,0,0,11175,11249,22424
TAREE2009,TAREE,2009,-,9597,9686,19283,0,0,0,9597,9686,19283
TAREE2010,TAREE,2010,-,9869,9825,19694,0,0,0,9869,9825,19694
TAREE2011,TAREE,2011,-,8964,9078,18042,0,0,0,8964,9078,18042
TAREE2012,TAREE,2012,-,8900,8877,17777,0,0,0,8900,8877,17777
TAREE2013,TAREE,2013,-,8393,8363,16756,0,0,0,8393,8363,16756
TAREE2014,TAREE,2014,-,7779,7811,15590,0,0,0,7779,7811,15590
TAREE2015,TAREE,2015,-,7041,7001,14042,0,0,0,7041,7001,14042
TAREE2016,TAREE,2016,-,6835,6892,13727,0,0,0,6835,6892,13727
THURSDAY ISLAND1985,THURSDAY ISLAND,1985,-,5981,6204,12185,0,0,0,5981,6204,12185
THURSDAY ISLAND1986,THURSDAY ISLAND,1986,-,8234,8416,16650,0,0,0,8234,8416,16650
THURSDAY ISLAND1987,THURSDAY ISLAND,1987,-,8772,9062,17834,0,0,0,8772,9062,17834
THURSDAY ISLAND1988,THURSDAY ISLAND,1988,-,12686,13619,26305,0,0,0,12686,13619,26305
THURSDAY ISLAND1989,THURSDAY ISLAND,1989,-,11472,11975,23447,0,0,0,11472,11975,23447
THURSDAY ISLAND1990,THURSDAY ISLAND,1990,-,8124,8484,16608,0,0,0,8124,8484,16608
THURSDAY ISLAND1991,THURSDAY ISLAND,1991,-,20119,21288,41407,0,0,0,20119,21288,41407
THURSDAY ISLAND1992,THURSDAY ISLAND,1992,45,25347,26222,51569,0,0,0,25347,26222,51569
THURSDAY ISLAND1993,THURSDAY ISLAND,1993,-,19370,19185,38555,0,0,0,19370,19185,38555
THURSDAY ISLAND1994,THURSDAY ISLAND,1994,-,17279,17376,34655,0,0,0,17279,17376,34655
THURSDAY ISLAND1995,THURSDAY ISLAND,1995,-,16983,17210,34193,0,0,0,16983,17210,34193
THURSDAY ISLAND1996,THURSDAY ISLAND,1996,-,18087,18404,36491,0,0,0,18087,18404,36491
THURSDAY ISLAND1997,THURSDAY ISLAND,1997,-,20855,21142,41997,0,0,0,20855,21142,41997
THURSDAY ISLAND1998,THURSDAY ISLAND,1998,-,22133,21967,44100,0,0,0,22133,21967,44100
THURSDAY ISLAND1999,THURSDAY ISLAND,1999,-,22943,23407,46350,0,0,0,22943,23407,46350
THURSDAY ISLAND2000,THURSDAY ISLAND,2000,-,23239,23613,46852,0,0,0,23239,23613,46852
THURSDAY ISLAND2001,THURSDAY ISLAND,2001,-,22197,22432,44629,0,0,0,22197,22432,44629
THURSDAY ISLAND2002,THURSDAY ISLAND,2002,-,22370,22443,44813,0,0,0,22370,22443,44813
THURSDAY ISLAND2003,THURSDAY ISLAND,2003,-,22840,22776,45616,0,0,0,22840,22776,45616
THURSDAY ISLAND2004,THURSDAY ISLAND,2004,-,23666,23929,47595,0,0,0,23666,23929,47595
THURSDAY ISLAND2005,THURSDAY ISLAND,2005,-,24181,24335,48516,0,0,0,24181,24335,48516
THURSDAY ISLAND2006,THURSDAY ISLAND,2006,55,26376,26312,52688,0,0,0,26376,26312,52688
THURSDAY ISLAND2007,THURSDAY ISLAND,2007,55,30016,30097,60113,0,0,0,30016,30097,60113
THURSDAY ISLAND2008,THURSDAY ISLAND,2008,51,32961,32977,65938,0,0,0,32961,32977,65938
THURSDAY ISLAND2009,THURSDAY ISLAND,2009,48,36772,35987,72759,0,0,0,36772,35987,72759
THURSDAY ISLAND2010,THURSDAY ISLAND,2010,47,41507,40580,82087,0,0,0,41507,40580,82087
THURSDAY ISLAND2011,THURSDAY ISLAND,2011,45,48268,48865,97133,0,0,0,48268,48865,97133
THURSDAY ISLAND2012,THURSDAY ISLAND,2012,47,47222,47416,94638,0,0,0,47222,47416,94638
THURSDAY ISLAND2013,THURSDAY ISLAND,2013,47,45804,46469,92273,0,0,0,45804,46469,92273
THURSDAY ISLAND2014,THURSDAY ISLAND,2014,47,42664,43611,86275,0,0,0,42664,43611,86275
THURSDAY ISLAND2015,THURSDAY ISLAND,2015,46,44776,45552,90328,0,0,0,44776,45552,90328
THURSDAY ISLAND2016,THURSDAY ISLAND,2016,46,48137,48424,96561,0,0,0,48137,48424,96561
TOWNSVILLE1985,TOWNSVILLE,1985,6,481632,483559,965191,12982,12556,25538,494614,496115,990729
TOWNSVILLE1986,TOWNSVILLE,1986,7,494745,496179,990924,15171,14474,29645,509916,510653,1020569
TOWNSVILLE1987,TOWNSVILLE,1987,8,487307,490377,977684,12283,11946,24229,499590,502323,1001913
TOWNSVILLE1988,TOWNSVILLE,1988,9,480680,481929,962609,11423,10551,21974,492103,492480,984583
TOWNSVILLE1989,TOWNSVILLE,1989,9,290206,289459,579665,9739,10053,19792,299945,299512,599457
TOWNSVILLE1990,TOWNSVILLE,1990,11,257202,257854,515056,8960,9145,18105,266162,266999,533161
TOWNSVILLE1991,TOWNSVILLE,1991,12,244424,248015,492439,1621,1259,2880,246045,249274,495319
TOWNSVILLE1992,TOWNSVILLE,1992,12,259360,260265,519625,362,543,905,259722,260808,520530
